SECRET PARTY,2007-10-21,23:00,,,,Bg,Oosterdokskade 3-5,52.375918,4.907437,15.00,15.00,400,,"[JOOST VAN BELLEN, MIX HELL DJS, SOULWAX THE REMIXES LIVE, 2MANYDJS]",false,false
2012,2007-10-21,21:00,2007-10-22,04:00,420.0,Akhnaton,Nieuwezijds Kolk 25,52.376272,4.894322,10.00,10.00,300,"[TECHNO, TECH HOUSE, ELECTRO]",,false,false
TERRACEVIBE,2007-10-21,15:00,2007-10-22,02:00,660.0,Cafe Max,Max Euweplein 12,,,0.00,0.00,,,"[MIKE DE HAAS, ADAM BEN ADAM]",false,false
AFTERPARTY,2007-10-21,05:00,2007-10-21,12:00,420.0,Club Latido,Buikslotermeerplein 7/9,52.398663,4.93827,15.00,15.00,1000,"[CLUB, ELECTRO, TRIBAL]","[DJ DANTZ, MISS WENDY, SIM]",false,false
OFFICIAL ADE SUNDAY AFTER PARTY,2007-10-21,22:00,2007-10-22,03:00,300.0,Club Nl,Nieuwezijds Voorburgwal 169,52.372064,4.891011,5.00,5.00,,,,false,false
SUNDAE PRESENTS: CLUB ROYALE,2007-10-21,20:00,2007-10-22,04:00,480.0,Escape,Rembrandtplein 11,52.366428,4.896349,15.00,15.00,,,"[KRAAK & SMAAK, PETER GELDERBLOM, MARCELLA, MARK VAN DALE, E-BINK & DEVOICE.]",false,false
HUSH HUSH,2007-10-21,23:00,2007-10-22,03:00,240.0,Jimmy Woo,Korte Leidsedwarsstraat 18,52.364116,4.883464,10.00,10.00,550,,"[ABSTRACT, LARS DALES, RUBYWAX]",false,false
CLOSING PARTY: SUPER SUNDAY,2007-10-21,21:00,2007-10-22,03:00,360.0,Panama,Oostelijke Handelskade 4,52.374931,4.930309,13.00,15.00,1000,[FUNK],,false,false
WICKED JAZZ SOUNDS,2007-10-21,23:00,2007-10-22,05:00,360.0,Sugarfactory,Lijnbaansgracht 238,52.364798,4.881735,,,450,,"[SUSANNE ALT, SANNE VAN HEK, PHIL HORNEMAN, BERENICE VAN LEER, MISSING LINKS, LAURENS PRIEM]",false,false
100% PURE LABEL NIGHT,2007-10-20,22:30,2007-10-21,04:00,330.0,Bg,Oosterdokskade 3-5,52.375918,4.907437,,,400,"[HOUSE, MINIMAL, TECHNO]",,false,false
CLUB KRANG,2007-10-20,22:00,2007-10-21,10:00,720.0,Akhnaton,Nieuwezijds Kolk 25,52.376272,4.894322,12.50,11.00,300,"[HOUSE, MINIMAL, TECHNO]","[PLATTEN PETER, DAVE VEGA, FRANK HAAG, FLOW & INGY]",false,false
AMSTERDAM DANCE EVENT SHOWCASE,2007-10-20,23:00,2007-10-21,05:00,360.0,Kingdom Marcanti,Jan Van Galenstraat 6-10,52.375807,4.867107,10.00,10.00,2500,"[ELECTRO, SOUL]",,false,false
STEALTH EXPERIENCE,2007-10-20,22:00,2007-10-21,05:00,420.0,Bg,Oosterdokskade 3-5,52.375918,4.907437,12.00,12.00,,,"[LAIDBACK LUKE, JESSE GARCIA, FUNKERMAN, TOM DE NEEF, EDDIE THONEICK, BUSH II BUSH, MUZZAIK, AGENT GREG, BAS JANSEN]",false,false
VEKTORMUSIK / ALOG / LIJN5 SELECTOR,2007-10-20,21:00,2007-10-21,03:00,360.0,Bimhuis,Piet Heinkade 3,52.375765,4.924412,,,,"[DRUM N BASS, JAZZ, HIP HOP]","[BADRUN, VEKTORMUSIK, ALOG, LIJN5 SELECTOR]",false,false
APPLETREE LIVE AT THE BBQ,2007-10-20,20:00,2007-10-21,04:00,480.0,Bitterzoet,Spuistraat 2,52.372263,4.88949,8.50,8.50,,"[HIP HOP, FUNK, SOUL]","[LILVIC, DANNY DE FUNK & DE REIGER]",false,false
AMERCIAN RADIO AREA54,2007-10-20,22:00,2007-10-21,03:00,300.0,Cafe Max,Max Euweplein 12,,,0.00,0.00,,,"[MIKE VEE, TIM REQUE]",false,false
SWEDISH HOUSE MAFIA,2007-10-20,22:00,2007-10-21,04:00,360.0,Cineac,Reguliersbreestraat 31-33,52.366547,4.894856,20.00,25.00,520,[HOUSE],,false,false
CLUB RASCAL,2007-10-20,22:00,2007-10-21,04:00,360.0,Club 8,Admiraal De Ruijterweg 56 B,52.371242,4.86195,7.50,7.50,400,"[ELECTRO, ROCK]","[CLORS BARRY, DASH & BX]",false,false
HIP POP,2007-10-20,23:00,2007-10-21,04:00,300.0,Club La,Kerkstraat 50 - 52,52.365339,4.885535,5.00,5.00,250,[HOUSE],,false,false
MORNING DANCE EVENT,2007-10-20,06:00,2007-10-20,12:00,360.0,Club Latido,Buikslotermeerplein 7/9,52.398663,4.93827,,,1000,"[HOUSE, ELECTRO]",[DJ SIM & DJ MISS WENDY],false,false
HARD IN NEDERLAND: CLASSIFIED,2007-10-20,23:00,,,,Club Latido,Buikslotermeerplein 7/9,52.398663,4.93827,15.00,20.00,1000,"[HARDCORE, OLDSCHOOL, BASS]","[ABYSS, BABA, BARTELLO, BASS-D, BIKA, BOUNTHYHUNTER, BUZZ FUZZ, CHAMP-E-ON, CHOSEN FEW, COLD FUSION, D-RICH, DANO, DENNIS R, DJAY ALIAS, DR.RUDE, ERIM, HARRAR, ISOLATOR, J-LINES, JUSTINO, MARLICE, MICHA B, MINIMASTER, REVOLVER, ROBBIE MAGURA, NOSFERATU, THE RAPIST, THUNDER GODS OF ASGARD, TURN TABLE TERRORRIZERSZ, ZENO, MC DOA, MC INTELECTUAL KILLER, MC UB]",false,false
PLAYGROUND,2007-10-20,21:00,2007-10-21,04:00,420.0,Club Mp3,Voetboogstraat 3,,,5.00,5.00,,,"[JORD, FONKER69 & JEN-HURR]",false,false
"HIGH-SCHOOL \"\"MEDIA FRENZY",2007-10-20,23:00,2007-10-21,04:00,300.0,De Kring,Kleine Gartmansplantsoen 7-9,52.363575,4.883355,7.00,7.00,300,"[POP, 70S, 80S, 90S, NOW]",,false,false
FRAMEBUSTERS,2007-10-20,23:00,2007-10-21,05:00,360.0,Escape,Rembrandtplein 11,52.366428,4.896349,,,1300,,"[DENNIS FERRER, RAYMUNDO, RON CARROLL, MC YANTO, RISK SOUNDSYSTEM, RYAN MARCIANO & SUNNERY JAMES, LEROY STYLES, MICHEL DE HEY & FRIENDS]",false,false
BAGUETTE FRAPPANT,2007-10-20,23:00,2007-10-21,06:00,420.0,Fantasio,Prins Hendrikkade 142,52.373052,4.907172,,,1100,,"[PARRA SOUNDSYSTEM FT. MR. WIX, TOM TRAGO, PARRA, MC LYRICAL TIE & MC GEE, PILOOSKI]",false,false
FIGHTCLUBCLUB #8,2007-10-20,22:00,2007-10-21,05:00,420.0,Flex Bar,Pazzanistraat 1,52.385827,4.871706,,,,,,false,false
CRAZYLAND 8 JAAR,2007-10-20,22:00,2007-10-21,07:00,540.0,Heineken Music Hall,Arena Boulevard 1,,,,,7000,[BASS],,false,false
HED KANDI,2007-10-20,22:00,2007-10-21,06:00,480.0,Hotel Arena,'s-gravesandestraat 51,52.360576,4.915968,20.00,25.00,,,,false,false
THE WILD WOO WEST SPECIAL,2007-10-20,23:00,2007-10-21,04:00,300.0,Jimmy Woo,Korte Leidsedwarsstraat 18,52.364116,4.883464,,,550,,"[DJ KARIZMA, DJ LEROY REY]",false,false
KLINCH,2007-10-20,22:00,2007-10-21,06:00,480.0,Melkweg,Lijnbaansgracht 234a,52.364837,4.881273,,,,,,false,false
CRACKHOUSE VS. MOOD ELEVATOR,2007-10-20,23:00,2007-10-21,06:00,420.0,Ms Stubnitz,Neveritaweg,52.401412,4.89436,12.50,15.00,,,"[LUKE SOLOMON, PITTO, PETTER, BENNY RODRIGUES, DARKO ESSER, WARREN FELLOW, BRENT ROOZENDAAL, CARLOS VALDES, ARON FRIEDMAN, ZOËXENIA]",false,false
GIRLSLOVEDJS,2007-10-20,23:00,2007-10-21,05:00,360.0,Odeon Theater,Singel 460,,,13.00,15.00,750,,"[MR. BAGUZ, TOM DAMIENLO, MR. SPEAK, OFF THE WALL, THE FLEXICAN, MISSINGLINKS & RUBYWAX, MELLY MELL, MANGA]",false,false
KISS OFF / BASSERK LABELNIGHT,2007-10-20,22:00,2007-10-21,05:00,420.0,Ot301,Overtoom 301,52.360186,4.865394,10.00,10.00,400,,"[3-1, BOGUSMAN, THREE CHEERS FOR DIRTY, DJ $JAMMIE THE MONY, DJ MNO]",false,false
HET RONNIE OKTOBERFEST,2007-10-20,20:30,2007-10-21,04:00,450.0,Pakhuis Wilhelmina,Veemkade 576,52.374876,4.93445,7.50,7.50,300,,"[KUIT, ZZZ, THE OBESITASMANIAN DEVILS]",false,false
SNEAKERZ: 1MANAGEMENT LABELNIGHT,2007-10-20,23:00,2007-10-21,04:00,300.0,Panama,Oostelijke Handelskade 4,52.374931,4.930309,15.00,15.00,1000,[HOUSE],,false,false
OI! PRESENTS DUB-ATTACK,2007-10-20,00:00,2007-10-20,05:00,300.0,Paradiso,Weteringschans 6-8,52.362277,4.883945,15.00,15.00,1300,"[DUBSTEP, GRIME]","[DIGITAL MYSTIKZ, DMZ, SKREAM, TEMPA RECORDS, PLASTICIAN, TERROR RHYTHM, DJ GOMES, OI PIRATE RADIO, MC SGT POKES]",false,false
RAWHIDE,2007-10-20,00:00,2007-10-20,05:00,300.0,Paradiso,Weteringschans 6-8,52.362277,4.883945,15.00,15.00,1300,"[JUNGLE, DRUMN BASS, GRIME, DUBSTEP]",,false,false
LE CLUB,2007-10-20,21:30,2007-10-21,00:00,150.0,Rain,Rembrandtplein 44,52.365901,4.897413,10.00,10.00,,,"[ZOE NOA, GODARD, DE LA FRESCO]",false,false
NOUVEAU RICHE,2007-10-20,23:00,2007-10-21,05:00,360.0,Sinners,Wagenstraat 3-7,52.366729,4.899401,12.00,12.00,,,"[MR. SPEAK, MEL, ROYALISTIC, BRIAN CHUNDRO, SANTOS, FREE, SOFUNKY, UNISEX INC, DWIGHT_DNA, . RAOUL SPIRO]",false,false
WELCOME TO THE FUTURE,2007-10-21,00:00,,,,De Kroon,Rembrandtplein 17,52.366253,4.897123,,,400,,"[AMSTERDAM 661, LE CLIC, JOBEZ, DORINE DORADO]",false,false
ICHIONE & COUNTER INTELLIGENCE PRESENT,2007-10-20,21:00,2007-10-21,04:00,420.0,Studio/k,Timorplein 62,52.365581,4.935035,8.00,10.00,500,"[HARDCORE, JUNGLE, D, B, TECHNO, GARAGE, DUBSTEP, RAVESTEP]",,false,false
ELECTRONATION PRESENTS:AUDIOMATIQUE LABELNIGHT,2007-10-20,22:00,2007-10-21,05:00,420.0,Sugarfactory,Lijnbaansgracht 238,52.364798,4.881735,10.00,15.00,450,"[ELECTRO, TECHNO]","[MARTINEZ, JUSSI-PEKKA, P. VAN DONGEN, TERRY TONER, DIRT CREW, ADULTNAPPER, ROBERT BABICZ]",false,false
SOUND ARCHITECTURE & KARMA PRODUCTIONS,2007-10-20,23:00,2007-10-21,05:00,360.0,Supper,Jonge Roelensteeg 21,52.367547,4.888833,10.00,10.00,,"[HOUSE, MINIMAL, TECHNO]","[MONOMACHINE LIVE, DOLLKRAUT, TARAS, STEVEN P, PHILIP YOUNG, JOACHIM, JENG DO, JAMA, BORIS ROSS, ALEXI DELANO]",false,false
BELLISSIMO & ANNA AGENCY PRESENTS,2007-10-20,21:00,,,,The Mansion,Hobbemastraat 2,52.361452,4.882344,12.00,12.00,,"[HOUSE, ELECTRO]","[OLAV BOSOSKI, TONY CHA CHA, RONALD MOLENDIJK, BOBBY BURNS, ANDY CALLISTER, JESSE VOORN, LIN, SEBASTIAN SLEEBOS, MISS SUGAWARE]",false,false
SUBLIMINAL SESSIONS: ERICK MORILLO,2007-10-20,23:00,2007-10-21,05:00,360.0,The Powerzone,Daniel Goedkoopstr. 1-3,52.343369,4.918505,27.00,27.00,3500,[HOUSE],"[ERICK MORILLO, SARAH MAIN, ROOG, LAIDBACK LUKE, ERICK E, LUCIEN FOORT, BAGGI BEGOVIC, LEROY STYLES, RYAN MARCIANO, SUNNERY JAMES, JASPER CLASH, JORDI GALANO]",false,false
COCOON GOES AMSTERDAM,2007-10-20,22:30,2007-10-21,07:00,510.0,The Sand,Rhoneweg 36/1,52.390402,4.824743,27.50,35.00,3000,"[ELECTRO, TECHNO]",,false,false
STONEBRIDGE & FRIENDS,2007-10-20,22:00,2007-10-21,04:00,360.0,The Zebra,Korte Leidsedwarsstraat 14,52.364116,4.883464,10.00,10.00,,,[STONEBRIDGE & FRIENDS|-|22.00 - 23.30 ROBERT FEELGOOD |-|23.30 - 00.00 V!NK |-|00.00 - 01.00 LIL JOEY  |-|01.00 - 03.00 STONEBRIDGE  |-|03.00 - 04.00 CHRIS KAESER  |-||-|INDEPENDENT BOOKINGS SHOWCASE|-|00.00 - 00.45 RISHI ROMERO |-|00.45 - 01.45 IRWAN|-|01.45 - 02.30 QUINTINO |-|02.30 - 03.15 FLAVA |-|03.15 - 04.00 ORLANDO],false,false
TWSTD & ALTER MUSIC SPECIAL,2007-10-20,20:00,2007-10-21,01:00,300.0,Twstd,Weteringschans 157,52.359747,4.889935,0.00,0.00,200,,"[JEROME, REECE, FREDDYS POOL, SVEN & TETTERO]",false,false
ALL IS ONE,2007-10-20,22:00,2007-10-21,04:00,360.0,Westerunie,Klönne Plein 4-6,52.387031,4.86956,12.50,15.00,,,"[VINCE WATSON, DJ ISIS, ARJUNA SCHIKS, PHILIP YOUNG]",false,false
VOIDD,2007-10-20,21:00,2007-10-21,09:00,720.0,Winston Int.,Warmoesstraat 131,,,10.00,10.00,,"[MINIMAL, TECHHOUSE, TECHNO, ELECTRO]","[CHRIS TIETJEN, DE MAN ZONDER SCHADUW, STIKKA, LUPE, MR. MANOAH, STEADY DOUGLAS, GRUIS & LUXAFLEX, DJ MORITZ]",false,false
ROCK & RAVE SLAVE 2007,2007-10-19,22:30,2007-10-20,04:00,330.0,Bg,Oosterdokskade 3-5,52.375918,4.907437,,,400,[ECLECTIC],"[ARTHUR BAKER, JOOST VAN BELLEN, SPEAKERJUNK, TOMMIE SUNSHINE, ASCII.DISKO, ADEPT, THE SCANDALS]",false,false
LOOSE RECORDS LABEL PARTY,2007-10-19,22:00,2007-10-20,05:00,420.0,Akhnaton,Nieuwezijds Kolk 25,52.376272,4.894322,,,300,"[HOUSE, MINIMAL, TECHNO]",[DJ SUN-E  & DEXON |-|MAURIZIO VITIELLO  & UTO KAREM |-|RINO CERRONE],false,false
LABELLICIOUS MEET & GREET,2007-10-19,14:00,2007-10-19,21:00,420.0,Betty Asfalt Complex,Nieuwezijdse Voorburgwal 282,52.371129,4.890041,0.00,0.00,,,"[VICTOR CORAL, PHILIP YOUNG, DENNIS RUYER, LEO MORENO, ZOE NOA, BOY BIANCHI, FLOWERS GREENFIELD, DAVID WAGEMAKER, JORDI BOUMAN, FRANKLIN REEVES, VAN MEETEREN & HYDE, MAASMAN, G.A.B.Y., ASHTAR COMPLEX, BEGNOR, NIELSC, DULAC]",false,false
MN2S,2007-10-19,22:00,2007-10-20,04:00,360.0,Bg,Oosterdokskade 3-5,52.375918,4.907437,20.00,20.00,,,"[FEDDE LE GRAND, SEAMUS HAJI, MICHAEL GRAY, BODYROX]",false,false
MACHINEFABRIEK / PIERRE BASTIEN,2007-10-19,21:00,2007-10-20,03:00,360.0,Bimhuis,Piet Heinkade 3,52.375765,4.924412,,,,"[DRUM N BASS, JAZZ, HIP HOP]","[MACHINEFABRIEK, PIERRE BASTIEN, NOT APPLICABLE, LIJN5 SELECTOR]",false,false
REDNOSEDISTRIKT GOES INTERNATIONAL,2007-10-19,22:00,2007-10-20,04:00,360.0,Bitterzoet,Spuistraat 2,52.372263,4.88949,,,,"[ELECTRO, SOUL]",[REDNOSE DISTRIKT|-|DJS AARDVARCK & STEVEN DE PEVEN],false,false
PERESTROIKA SOUND SYSTEM,2007-10-19,21:00,2007-10-20,02:00,300.0,Catacomb Amsterdam,Haarlemmerstraat 124c,52.380943,4.890287,8.00,8.00,,,[DJ TOMSKI & DJ TIJSCO],false,false
CINEAC & PLAY PRESENTS DAVID GUETTA,2007-10-19,22:00,2007-10-20,04:00,360.0,Cineac,Reguliersbreestraat 31-33,52.366547,4.894856,20.00,20.00,520,,"[DAVID GUETTA, CHUCKIE, JAZIAH]",false,false
SENDER LABEL NIGHT,2007-10-19,22:00,2007-10-20,06:00,480.0,Club 8,Admiraal De Ruijterweg 56 B,52.371242,4.86195,10.00,12.50,400,"[TECHNO, MINIMAL]","[RENZO, METOPE, BENNO BLOME, ESTHER]",false,false
